Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Mt,Price Change,5 Day Open Mean,5 Day High Mean,5 Day Low Mean,5 Day Close Mean,5 Day Volume Mean,5 Day Open Var,5 Day High Var,5 Day Low Var,5 Day Close Var,5 Day Volume Var,5 Day High,5 Day Low,5 Day SMt,5 Day Dt,10 Day Open Mean,10 Day High Mean,10 Day Low Mean,10 Day Close Mean,10 Day Volume Mean,10 Day Open Var,10 Day High Var,10 Day Low Var,10 Day Close Var,10 Day Volume Var,10 Day High,10 Day Low,10 Day SMt,10 Day Dt,20 Day Open Mean,20 Day High Mean,20 Day Low Mean,20 Day Close Mean,20 Day Volume Mean,20 Day Open Var,20 Day High Var,20 Day Low Var,20 Day Close Var,20 Day Volume Var,20 Day High,20 Day Low,20 Day SMt,20 Day Dt,5 Day Weighted Close Ave,10 Day Weighted Close Ave,20 Day Weighted Close Ave,5 Day Momentum,10 Day Momentum,20 Day Momentum,5 Day Stochastic K,10 Day Stochastic K,20 Day Stochastic K,5 Day RSI,10 Day RSI,20 Day RSI,Larry Williams R 5 Day,Larry Williams R 10 Day,Larry Williams R 20 Day,AD Oscillator,5 Day CCI,10 Day CCI,20 Day CCI,Day,Month,Year,Days From IPO
2010-06-29,3.799999952316284,5.0,3.507999897003174,4.7779998779296875,93831500,0,0.0,4.428666591644287,4.7779998779296875,3.799999952316284,5.0,3.507999897003174,4.7779998779296875,93831500.0,0.0,0.0,0.0,0.0,0.0,5.0,3.507999897003174,4.428666591644287,0.0,3.799999952316284,5.0,3.507999897003174,4.7779998779296875,93831500.0,0.0,0.0,0.0,0.0,0.0,5.0,3.507999897003174,4.428666591644287,0.0,3.799999952316284,5.0,3.507999897003174,4.7779998779296875,93831500.0,0.0,0.0,0.0,0.0,0.0,5.0,3.507999897003174,4.428666591644287,0.0,4.7779998779296875,4.7779998779296875,4.7779998779296875,4.7779998779296875,4.7779998779296875,4.7779998779296875,85.12063627714208,85.12063627714208,85.12063627714208,82.69297298153786,82.69297298153786,82.69297298153786,14.879363722857915,14.879363722857915,14.879363722857915,0.14879363722857916,0.0,0.0,0.0,29,6,2010,0
2010-06-30,5.1579999923706055,6.084000110626221,4.659999847412109,4.765999794006348,85935500,0,0.0,5.169999917348226,-0.0025115287212061407,4.478999972343445,5.54200005531311,4.083999872207642,4.771999835968018,89883500.0,0.46104102719688456,0.2937640599594147,0.3317759714355475,3.6000503541799844e-05,15586704000000.0,6.084000110626221,3.507999897003174,4.799333254496256,0.37066666285196925,4.478999972343445,5.54200005531311,4.083999872207642,4.771999835968018,89883500.0,0.46104102719688456,0.2937640599594147,0.3317759714355475,3.6000503541799844e-05,15586704000000.0,6.084000110626221,3.507999897003174,4.799333254496256,0.37066666285196925,4.478999972343445,5.54200005531311,4.083999872207642,4.771999835968018,89883500.0,0.46104102719688456,0.2937640599594147,0.3317759714355475,3.6000503541799844e-05,15586704000000.0,6.084000110626221,3.507999897003174,4.799333254496256,0.37066666285196925,4.770799827575684,4.77139983177185,4.771699833869934,4.765999794006348,4.765999794006348,4.765999794006348,66.97801597784732,66.97801597784732,66.97801597784732,70.48183249796833,70.48183249796833,70.48183249796833,51.16460432144745,51.16460432144745,51.16460432144745,0.9255618490161049,66.66666666666674,66.66666666666674,66.66666666666674,30,6,2010,1
2010-07-01,5.0,5.184000015258789,4.053999900817871,4.392000198364258,41094000,0,0.0,4.543333371480306,-0.0784724321877702,4.652666648228963,5.422666708628337,4.073999881744385,4.645333290100098,73620333.33333333,0.36768091342417447,0.2243236019015866,0.2213839805755621,0.032112828019914254,539372316055555.56,6.084000110626221,3.507999897003174,4.713999960157605,0.32582110461404584,4.652666648228963,5.422666708628337,4.073999881744385,4.645333290100098,73620333.33333333,0.36768091342417447,0.2243236019015866,0.2213839805755621,0.032112828019914254,539372316055555.56,6.084000110626221,3.507999897003174,4.713999960157605,0.32582110461404584,4.652666648228963,5.422666708628337,4.073999881744385,4.645333290100098,73620333.33333333,0.36768091342417447,0.2243236019015866,0.2213839805755621,0.032112828019914254,539372316055555.56,6.084000110626221,3.507999897003174,4.713999960157605,0.32582110461404584,4.591368424265008,4.618883700069794,4.632276404013145,4.392000198364258,4.392000198364258,4.392000198364258,56.09093699833371,56.09093699833371,56.09093699833371,61.023856097712056,61.023856097712056,61.023856097712056,65.68322096069352,65.68322096069352,65.68322096069352,0.7008847227297701,-34.920305705685564,-34.920305705685564,-34.920305705685564,1,7,2010,2
2010-07-02,4.599999904632568,4.619999885559082,3.742000102996826,3.8399999141693115,25699000,0,0.0,4.067333300908406,-0.12568311914023397,4.6394999623298645,5.222000002861023,3.990999937057495,4.443999946117401,61640000.0,0.2762807699208274,0.28904408183670693,0.1867049578857518,0.1456899672127001,835114397375000.0,6.084000110626221,3.507999897003174,4.5523332953453055,0.3975272011995348,4.6394999623298645,5.222000002861023,3.990999937057495,4.443999946117401,61640000.0,0.2762807699208274,0.28904408183670693,0.1867049578857518,0.1456899672127001,835114397375000.0,6.084000110626221,3.507999897003174,4.5523332953453055,0.3975272011995348,4.6394999623298645,5.222000002861023,3.990999937057495,4.443999946117401,61640000.0,0.2762807699208274,0.28904408183670693,0.1867049578857518,0.1456899672127001,835114397375000.0,6.084000110626221,3.507999897003174,4.5523332953453055,0.3975272011995348,4.279261504686796,4.362276195358522,4.403558431056669,3.8399999141693115,3.8399999141693115,3.8399999141693115,45.29025233758933,45.29025233758933,45.29025233758933,53.33281189374514,53.33281189374514,53.33281189374514,87.1118016446438,87.1118016446438,87.1118016446438,0.8883828753504999,-81.33615225547939,-81.33615225547939,-81.33615225547939,2,7,2010,3
2010-07-06,4.0,4.0,3.1659998893737793,3.2219998836517334,34334500,0,0.0,3.4626665910085044,-0.16093751154451968,4.511599969863892,4.977600002288819,3.825999927520752,4.199599933624268,56178900.0,0.2864582482278456,0.4701607065881399,0.2582639788971028,0.35547743819673544,787385970740000.0,6.084000110626221,3.1659998893737793,4.334399954477945,0.5624962798110443,4.511599969863892,4.977600002288819,3.825999927520752,4.199599933624268,56178900.0,0.2864582482278456,0.4701607065881399,0.2582639788971028,0.35547743819673544,787385970740000.0,6.084000110626221,3.1659998893737793,4.334399954477945,0.5624962798110443,4.511599969863892,4.977600002288819,3.825999927520752,4.199599933624268,56178900.0,0.2864582482278456,0.4701607065881399,0.2582639788971028,0.35547743819673544,787385970740000.0,6.084000110626221,3.1659998893737793,4.334399954477945,0.5624962798110443,3.873393299455327,4.0349338789392535,4.117749473284403,3.2219998836517334,3.2219998836517334,3.2219998836517334,36.61602633910401,36.61602633910401,36.61602633910401,46.86726914373003,46.86726914373003,46.86726914373003,98.08087765483725,98.08087765483725,98.08087765483725,0.9328537327939852,-103.31723008755144,-103.31723008755144,-103.31723008755144,6,7,2010,7
2010-07-07,3.2799999713897705,3.3259999752044678,2.996000051498413,3.1600000858306885,34608500,0,0.0,3.1606667041778564,-0.01924264433888679,4.407599973678589,4.642799997329712,3.7235999584197996,3.8759999752044676,44334300.0,0.47773504327484256,0.9035258411810355,0.3653333801828103,0.4000047746994232,456604195460000.0,6.084000110626221,2.996000051498413,4.080799976984659,0.7251495190732334,4.306333303451538,4.702333331108093,3.6876666148503623,4.026333292325337,52583833.333333336,0.4493872285567402,0.7706592901380374,0.31090050938607156,0.44633784343233973,720777497305555.6,6.084000110626221,2.996000051498413,4.138777746094597,0.6745432746668503,4.306333303451538,4.702333331108093,3.6876666148503623,4.026333292325337,52583833.333333336,0.4493872285567402,0.7706592901380374,0.31090050938607156,0.44633784343233973,720777497305555.6,6.084000110626221,2.996000051498413,4.138777746094597,0.6745432746668503,3.6127097642511363,3.807683351064649,3.9157081000362464,-1.617999792098999,3.1600000858306885,3.1600000858306885,20.654075451499867,20.654075451499867,20.654075451499867,-8.385745188102916,42.258571241170195,42.258571241170195,94.68911816087865,94.68911816087865,94.68911816087865,0.5030300840967546,-84.59251033568594,-96.66896883176932,-96.66896883176932,7,7,2010,8
2010-07-08,3.2279999256134033,3.503999948501587,3.114000082015991,3.492000102996826,38557000,0,0.0,3.3700000445048013,0.10506329371787432,4.021599960327149,4.1267999649047855,3.414400005340576,3.6212000370025637,34858600.0,0.49441025003601224,0.4812313646475241,0.16868222063996202,0.2061530110693502,27358775740000.0,5.184000015258789,2.996000051498413,3.7208000024159746,0.5099194545295987,4.15228567804609,4.531142847878592,3.6057142530168806,3.949999979564122,50580000.0,0.5275730784069774,0.8364021951227036,0.30678328856286236,0.4175359421931866,641901371571428.6,6.084000110626221,2.996000051498413,4.028952360153197,0.6799831534752603,4.15228567804609,4.531142847878592,3.6057142530168806,3.949999979564122,50580000.0,0.5275730784069774,0.8364021951227036,0.30678328856286236,0.4175359421931866,641901371571428.6,6.084000110626221,2.996000051498413,4.028952360153197,0.6799831534752603,3.5699718608735784,3.731616369581359,3.835595405336065,-1.2739996910095215,3.492000102996826,3.492000102996826,15.420817702568263,14.099431820978475,14.099431820978475,-5.91587649098409,39.1103991161708,39.1103991161708,77.33089306610547,83.93782247405441,83.93782247405441,0.030768845161140448,-45.86344696795127,-64.6047687388156,-64.6047687388156,8,7,2010,9
2010-07-09,3.5160000324249268,3.5799999237060547,3.309999942779541,3.4800000190734863,20253000,0,0.0,3.456666628519694,-0.00343645004850985,3.724799966812134,3.8059999465942385,3.26560001373291,3.438800001144409,30690400.0,0.2659929437780783,0.21458238061676188,0.06690305249115683,0.05804414924988575,44873552140000.0,4.619999885559082,2.996000051498413,3.5034666538238524,0.3023658791824923,4.072749972343445,4.412249982357025,3.568749964237213,3.8912499845027924,46789125.0,0.50590794297743,0.8308005150358719,0.2779998880074111,0.389504882856982,662258832984375.0,6.084000110626221,2.996000051498413,3.95741664369901,0.6636275039389096,4.072749972343445,4.412249982357025,3.568749964237213,3.8912499845027924,46789125.0,0.50590794297743,0.8308005150358719,0.2779998880074111,0.389504882856982,662258832984375.0,6.084000110626221,2.996000051498413,3.95741664369901,0.6636275039389096,3.538763547151643,3.674372437233032,3.774128956028433,-0.9120001792907715,3.4800000190734863,3.4800000190734863,14.518053237439727,10.37079076899563,10.37079076899563,-4.258684324839436,35.963009599434756,35.963009599434756,70.1970432863362,84.32642622060774,84.32642622060774,0.37037004332154194,-10.31863018201478,-50.30432606717405,-50.30432606717405,9,7,2010,10
2010-07-12,3.5899999141693115,3.614000082015991,3.4000000953674316,3.4100000858306885,11012500,0,0.0,3.4746667544047036,-0.02011492323538395,3.5227999687194824,3.60479998588562,3.1972000122070314,3.3528000354766845,27753100.0,0.0756281691549702,0.048954565900271564,0.020445759660956363,0.01862176813721359,108706955740000.0,4.0,2.996000051498413,3.3849333445231125,0.11811751429170778,4.019111076990764,4.323555548985799,3.5499999788072376,3.837777773539225,42813944.44444445,0.4727129980705185,0.8014229667868956,0.24992350719113762,0.36910078130219737,715091001802469.1,6.084000110626221,2.996000051498413,3.9037777671107534,0.6438050952261452,4.019111076990764,4.323555548985799,3.5499999788072376,3.837777773539225,42813944.44444445,0.4727129980705185,0.8014229667868956,0.24992350719113762,0.36910078130219737,715091001802469.1,6.084000110626221,2.996000051498413,3.9037777671107534,0.6438050952261452,3.4946960978935566,3.616854265084556,3.715720904745347,-0.42999982833862305,3.4100000858306885,3.4100000858306885,20.187426625485614,10.474498419201373,10.474498419201373,-2.013090322982322,33.19806962984306,33.19806962984306,58.76493470441438,86.59326339361509,86.59326339361509,0.9532710696861899,50.646403806513085,-44.43487797657342,-44.43487797657342,12,7,2010,13
2010-07-13,3.4779999256134033,3.7279999256134033,3.380000114440918,3.628000020980835,13400500,0,0.0,3.5786666870117188,0.06392959814164959,3.418399953842163,3.550399971008301,3.240000057220459,3.4340000629425047,23566300.0,0.019586240850221613,0.017794239080203667,0.02510240175018681,0.02375359413757448,123714121660000.0,3.7279999256134033,2.996000051498413,3.4081333637237554,0.14039777907100728,3.964999961853027,4.263999986648559,3.5329999923706055,3.8167999982833862,39872600.0,0.4517938132965106,0.7532024551559495,0.22753215232163487,0.33615130666413806,721445465890000.0,6.084000110626221,2.996000051498413,3.8712666591008498,0.6185056587223077,3.964999961853027,4.263999986648559,3.5329999923706055,3.8167999982833862,39872600.0,0.4517938132965106,0.7532024551559495,0.22753215232163487,0.33615130666413806,721445465890000.0,6.084000110626221,2.996000051498413,3.8712666591008498,0.6185056587223077,3.539914902169763,3.619195499824051,3.7025108997373226,0.40600013732910156,3.628000020980835,3.628000020980835,37.07136385508802,14.183937922844573,14.183937922844573,2.461841167945977,31.208095310779257,31.208095310779257,13.661191506825222,79.53368013662126,79.53368013662126,0.2873562037164544,80.97626824600731,-31.53837726600337,-31.53837726600337,13,7,2010,14
